1,1
2,2
3,2
4,3
5,4
6,3
7,4
8,4
9,5
10,5
11,5
12,5
13,8
14,6
15,6
16,7
17,6
18,6
19,8
20,7
21,8
22,8
23,10
24,11
25,13
26,13
27,25
28,12
29,9
30,8
