0;7;AP1
1;3;5;AP5
2;3;5;AP5
3;5;AP5
5;AP5
6;5;AP5
7;AP1
8;9;AP4
9;AP4
11;AP4
12;11;AP4
13;12;11;AP4
14;9;AP4
15;AP1
17;AP1
18;AP1
19;AP1
20;22;23;AP2
21;22;23;AP2
22;23;AP2
23;AP2
25;23;AP2
26;28;AP3
27;31;30;AP3
28;AP3
30;AP3
31;30;AP3
32;31;30;AP3
33;31;30;AP3
34;36;AP4
35;36;AP4
36;AP4
37;12;11;AP4
38;40;22;23;AP2
39;38;40;22;23;AP2
40;22;23;AP2
